PersonID,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,zipcode,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
135071,0,0.108244588,73,60625,0,0.198960208,5000,6,0,0,0,0
135072,0,0.038774376,62,60625,0,0.012654273,6400,8,0,0,0,0
135074,0,0.097111758,55,60625,0,0.209375636,9833,7,0,1,0,0
135075,0,0.008445922,84,60625,0,0.03768651,6500,12,0,0,0,0
135093,0,0.166944352,45,60625,0,0.094879127,3846,5,0,0,0,0
135098,0,0.9999999,47,60625,0,0.502522863,6341,5,0,1,0,1
135102,0,0.052078494,41,60625,0,0.226401619,8400,10,0,1,0,4
135104,0,0.561911459,50,60625,1,6046,,12,0,3,0,
135107,0,0.096872811,62,60625,0,0.00737584,6100,6,0,0,0,1
135109,0,0.135997624,46,60625,0,2731,,24,0,1,0,3
135121,0,0.975900602,40,60625,0,0.781655035,5014,8,3,1,0,1
135124,0,0.056556099,48,60625,0,0.322225925,3000,11,0,1,0,2
135127,0,0.120467754,48,60625,0,0.372090618,9666,6,0,2,0,2
135128,0,0,48,60625,0,0.360610446,7600,7,0,2,0,2
135132,0,0.268150646,55,60625,0,3406,,7,0,2,0,1
135135,0,0,60,60625,0,0.202867818,9902,12,0,2,0,1
135137,0,0.015899588,79,60625,0,0.006094658,10500,22,0,0,0,0
135140,0,0.165148052,68,60625,0,0.819239721,2577,17,0,1,0,0
135141,0,0.009749756,47,60625,0,0.008207071,3167,9,0,0,1,2
135145,0,0.80855412,36,60625,0,1011,,2,0,0,0,0
135149,0,0.458918944,40,60625,1,0.319650977,8136,10,0,3,0,3
135160,0,0,78,60625,0,0,2500,5,0,0,0,0
135162,0,0,56,60625,0,0.14877836,4583,6,0,1,0,0
135165,0,0.017934285,79,60625,0,0.474236641,4191,15,0,1,0,0
135167,0,0.014760604,83,60625,0,0.095880511,4150,9,0,0,0,0
135170,0,0.338183824,58,60625,0,0.187921431,10232,13,0,2,0,0
135174,0,0.056697729,44,60625,0,0.270229191,25000,8,0,1,0,2
135175,0,0.228564146,36,60625,0,0.479802693,7500,8,0,2,0,0
135182,0,0.035006326,58,60625,0,0.272398928,8582,9,0,2,0,6
135186,0,0.626215799,33,60625,0,2824,,5,0,1,0,3
135192,0,0.0723048,53,60625,0,0.141746468,10546,3,0,1,0,1
135197,0,0.697232569,48,60625,0,1.239458779,3177,6,0,2,0,3
135198,0,0,42,60625,0,0.064652299,4500,8,0,0,0,3
135206,0,0,31,60625,0,0.16263956,6000,7,0,0,0,1
135212,0,0.19277747,68,60625,0,0.539525424,7374,10,0,2,0,0
135216,0,0,64,60625,0,0,2704,4,0,0,0,0
135222,0,0.161216958,34,60625,0,0.141199226,5686,12,0,0,0,1
135224,0,0.008200022,53,60625,0,0.36262359,7180,11,0,1,0,0
135225,0,0,81,60625,0,0,2400,6,0,0,0,0
135239,0,0.051237716,68,60625,0,967,,5,0,1,0,0
135244,0,0.003656408,83,60625,0,0.000285687,10500,8,0,0,0,0
135249,0,0.347330534,23,60625,0,0.094502499,2200,3,0,0,0,0
135250,0,0.194400329,49,60625,1,240,,4,0,0,0,0
135259,0,0.039133864,78,60625,0,45,,6,0,0,0,0
135266,0,0.020437995,75,60625,0,0.00449955,10000,6,0,0,0,0
135283,0,0.357011439,26,60625,0,0.170565887,5000,4,0,0,0,0
135284,0,0.266131972,46,60625,0,0.950640425,3200,9,0,1,0,0
135288,0,0.89122919,35,60625,0,0.625896823,8780,15,0,2,0,0
135292,0,0,30,60625,1,0.678464307,5000,13,0,2,0,0
135297,0,0.835758212,39,60625,0,0.345724451,8150,11,0,1,0,2
135304,0,0.032665578,84,60625,0,0.006105263,4749,1,0,0,0,0
135309,0,0.000603129,56,60625,2,0.378108177,3900,9,0,1,0,5
135312,0,0.000698068,57,60625,0,0,4832,12,0,0,0,0
135329,0,0,28,60625,0,0.08788005,2400,4,0,0,0,0
135331,0,0.9999999,50,60625,0,0.706862092,1500,7,0,0,0,0
135333,0,0.825514403,25,60625,0,0.125997917,2880,4,0,0,0,0
135334,0,0.674555227,50,60625,0,0.442956274,33000,9,0,2,0,3
135339,0,0.286344775,74,60625,0,0.558459509,15916,33,0,2,0,0
135355,0,0.316453424,46,60625,0,0.206566119,12000,3,0,1,0,0
135366,0,0.010074858,49,60625,0,0.642098046,2916,9,0,2,0,0
135379,0,0.068688801,55,60625,0,0.414475114,4600,15,0,1,0,3
135382,0,0.144553009,59,60625,0,0.344496564,9166,7,0,3,0,1
135384,0,0.042426551,58,60625,0,3409,,8,0,1,0,0
135387,0,0.659980898,58,60625,0,0.567608098,4000,11,0,1,0,2
135395,0,0.423592337,67,60625,0,1.256542909,6571,7,0,3,0,0
135397,0,0.001449928,82,60625,0,0.136262337,3140,2,0,0,0,0
135399,0,0.025374366,61,60625,0,0.009071505,3747,3,0,0,0,0
135404,0,0,27,60625,0,0,1500,1,0,0,0,0
135406,0,0.588096743,42,60625,0,0.17773828,4500,5,0,0,0,3
135417,0,0.201988684,56,60625,0,1391,,12,0,1,0,0
135421,0,0.9999999,30,60625,0,0,,0,1,0,0,0
135429,0,0.087265503,50,60625,0,199,,13,0,0,0,0
135436,0,0.445348597,50,60625,0,0.248020158,8333,11,0,0,0,1
135439,0,0,67,60625,0,0.247801759,1250,12,0,1,0,0
135442,0,0.069437294,80,60625,0,0.661905734,4900,8,0,2,0,2
135443,0,0.216130645,72,60625,0,0.262915011,7800,3,0,1,0,0
135460,0,0.248500428,45,60625,0,26,,1,0,0,0,0
135466,0,0,48,60625,0,0,,3,0,0,0,0
135472,0,0.027669948,30,60625,0,0.376973269,4750,8,0,0,0,0
135473,0,0.01553846,88,60625,0,0.017015707,2291,12,0,0,0,0
135474,0,0.250206588,51,60625,0,0.427692308,9749,17,0,2,0,2
135475,0,0.329492429,30,60625,0,0.290141972,5000,6,0,0,0,1
135477,0,0.999086996,61,60625,1,0.20335333,6500,6,0,0,0,0
135493,0,0.573669963,75,60625,0,0.455558731,3498,4,0,1,0,1
135504,0,0.029198832,54,60625,0,0.403598972,3500,4,0,1,0,0
135507,0,0.015078886,41,60625,0,1413.5,1,10,0,3,0,3
135511,0,0.003008593,49,60625,0,0.3568036,12000,12,0,3,0,2
135517,0,0.15189074,57,60625,0,1466,,9,0,1,0,0
135525,0,0.001217356,87,60625,0,0.003428082,7000,3,0,0,0,1
135540,0,0.9999999,47,60625,0,18,,5,0,0,0,0
135545,0,0.019856699,65,60625,0,0.574960547,1900,10,0,1,0,0
135549,0,1.001649918,49,60625,0,0.817878824,8400,6,0,2,0,3
135550,0,0.764284426,52,60625,1,0.515243902,4919,14,0,1,1,0
135560,0,0.041589482,79,60625,0,139,,4,0,0,0,0
135561,0,0.549745025,58,60625,0,0.028270988,5800,2,0,0,0,0
135565,0,0.062539769,54,60625,0,0.264133794,5500,10,0,1,0,2
135573,0,0.176125506,74,60625,0,283,,4,0,0,0,0
135584,0,0.004453055,62,60625,0,1.538773061,6666,17,0,4,0,0
135587,0,0.758422818,63,60625,0,0.856524093,5540,19,0,2,0,0
135588,0,0.898706625,64,60625,0,2.719151571,12917,21,0,0,0,1
135593,0,0.056067601,61,60625,0,0.270196769,6250,8,0,1,0,0
135596,0,0.050488334,69,60625,0,0.015996001,4000,11,0,0,0,0
135597,0,0.054828341,56,60625,0,0.32808399,8381,14,0,2,0,0
135598,0,0.769567255,31,60625,1,0.292387543,1733,6,0,0,1,1
135600,0,0.510594515,36,60625,0,273.0909091,10,12,0,1,0,0
135602,0,0.041096928,56,60625,0,0.183041345,14269,7,0,1,0,3
135603,0,0.000114284,45,60625,0,0.322697937,11000,8,0,2,0,1
135608,0,0.797533187,47,60625,0,0.346282299,5688,5,0,1,0,2
135610,0,0.629393193,52,60625,0,0.284038694,8269,8,0,2,0,2
135614,0,0.109127272,61,60625,0,2120,,4,0,1,0,
135624,0,0,41,60625,0,0.155060562,26666,5,0,1,0,4
135625,0,1.006339917,42,60625,0,0.264573991,2452,4,0,0,0,1
135644,0,0.148663334,56,60625,0,2405,,4,0,1,0,
135650,0,0.075097251,58,60625,0,0.49706811,4433,10,0,1,0,0
135652,0,0.017677755,53,60625,0,705,,8,0,1,0,0
135653,0,0.404286488,46,60625,1,0.251942548,4246,24,1,1,0,1
135656,0,0.220212908,28,60625,1,0.317569223,4080,22,0,0,0,0
135662,0,0.909817424,38,60625,2,0.508621799,15541,15,4,4,0,0
135676,0,0.156096658,54,60625,0,51,,4,0,0,0,0
135690,0,0.902299671,41,60625,0,0.210106742,7400,8,0,0,0,1
135692,0,0,33,60625,1,0.403917417,5666,5,0,2,0,2
135693,0,0.017249569,80,60625,0,25,,1,0,0,0,0
135694,0,0.053387029,58,60625,0,0.277363184,6431,20,0,1,0,0
135697,0,0.071976008,81,60625,0,6,,1,0,0,0,0
135699,0,0.009914247,70,60625,0,1482,,5,0,1,0,0
135701,0,0.65416411,47,60625,1,0.251655629,5133,14,0,0,0,0
135704,0,0,82,60625,0,0.204340405,4100,5,0,1,0,0
135708,0,0.874777595,55,60625,0,5425,,21,0,1,0,0
135709,0,0.319809733,51,60625,0,0.804428044,3251,12,0,1,0,0
135718,0,0,74,60625,0,0,,6,0,0,0,0
135722,0,0.010208778,87,60625,0,0.003791983,1845,2,0,0,0,0
135727,0,0.069527252,59,60625,2,0.759895748,6138,6,0,2,0,0
135731,0,0.044529858,66,60625,0,0.16507177,4597,6,0,2,1,0
135732,0,0.01306021,54,60625,0,0.029194161,5000,7,0,0,0,0
135733,0,0.013748772,52,60625,0,0.001999,2000,2,0,0,0,0
135735,0,0.037962038,34,60625,0,0.071976008,3000,2,0,0,0,1
135743,0,0.185362927,33,60625,0,961,0,2,0,1,0,0
135748,0,0.078996238,45,60625,0,0.031393721,5000,2,0,0,0,0
135751,0,0,49,60625,1,1558,,15,0,2,0,1
135752,0,0.464034133,47,60625,0,0.685910438,6408,11,0,2,0,2
135753,0,0,45,60625,0,0,3673,3,0,0,1,0
135758,0,0.054644212,41,60625,0,0.323467653,10000,11,0,3,0,5
135759,0,0.9999999,26,60625,0,0.338664534,2500,2,0,0,0,2
135765,0,0.322584825,46,60625,1,0.323842065,2633,12,0,1,0,2
135769,0,0.043164225,41,60625,0,0.292486295,3100,6,0,0,0,3
135770,0,0.037953415,73,60625,0,0.209105047,7072,13,0,1,0,0
135775,0,0.521173526,39,60625,1,0.345356701,13750,13,0,2,0,3
135781,0,0.034552565,58,60625,0,1159,,14,0,2,0,0
135783,0,0.217509741,51,60625,0,0.194808178,4352,5,0,2,0,0
135786,0,0.066866661,68,60625,0,0.14464738,7500,3,0,1,0,0
135787,0,0.006913861,78,60625,0,358,,13,0,1,0,
135793,0,0.535520921,65,60625,0,3998,,9,0,2,0,0
135807,0,0.083127791,52,60625,0,0.007069163,5233,1,0,0,0,1
135809,0,0.099056309,63,60625,0,2.531093837,3601,9,0,3,0,0
135810,0,0.519706691,38,60625,0,0.462671233,2919,6,0,1,0,2
135818,0,0.279819414,68,60625,0,0.053760393,10583,4,0,0,0,1
135821,0,0.003647942,62,60625,0,6,,4,0,0,0,0
135823,0,0.311899372,47,60625,0,0.402479669,7500,8,0,1,0,2
135828,0,0.032777049,79,60625,0,0.179470953,7900,9,0,1,0,0
135829,0,0.087205393,58,60625,0,0.328767123,3649,11,0,1,0,0
135842,0,0.065919318,41,60625,0,0.225230991,25000,9,0,1,0,3
135843,0,1.002909677,63,60625,0,0.910216718,2583,11,0,0,0,0
135851,0,0.721986227,45,60625,0,1.798695247,2145,12,0,3,0,2
135852,0,0.019008544,70,60625,0,0.330303581,5500,11,0,1,0,0
135864,0,0.015876823,64,60625,0,0.224911238,13800,3,0,1,0,0
135868,0,0.059189681,58,60625,0,77,,3,0,0,0,0
135872,0,0.024984529,44,60625,1,0.642537056,2900,17,0,1,0,2
135875,0,0.519278173,30,60625,0,0.436899983,5728,6,0,2,0,2
135885,0,0.471613573,74,60625,0,0.37255744,4656,6,0,2,0,0
135886,0,0.0343001,47,60625,0,0.201942302,3500,10,0,1,0,0
135896,0,0.279766861,23,60625,0,0.282962071,1660,5,0,0,0,0
135897,0,0.012709513,74,60625,0,28,,12,0,0,0,0
135901,0,0.072330669,46,60625,0,0.224721654,4400,13,0,1,0,2
135902,0,0.334672781,42,60625,0,0.832704834,2916,14,0,1,0,1
135904,0,0.002639091,70,60625,0,6,,5,0,0,0,0
135905,0,0,71,60625,0,0.348974943,2194,3,0,1,0,0
135906,0,0.247405531,52,60625,0,0.415853368,4200,13,0,2,2,0
135911,0,0.9999999,41,60625,0,0,12958,1,0,0,0,0
135915,0,0.893273938,43,60625,0,0.726424361,6107,18,0,1,0,4
135917,0,0.097910727,71,60625,0,0.089597114,3325,8,0,0,0,0
135918,0,0.030364496,45,60625,0,0.215770935,8800,6,0,1,0,4
135922,0,0.918181283,26,60625,2,0.407883462,3500,6,0,1,1,2
135928,0,0.644392299,58,60625,0,1.423728814,2300,12,0,1,0,0
135933,0,0.046337532,76,60625,0,3841,,10,0,2,0,0
135946,0,0.043646789,61,60625,0,0.226181412,19700,15,0,1,0,1
135947,0,0.970495036,40,60625,4,0.92,2499,15,0,1,0,3
135949,0,0.485302939,50,60625,0,0.109304603,5104,2,0,0,0,0
135951,0,1.024828057,64,60625,5,0.591040896,10000,9,2,2,2,0
135955,0,0.126280931,49,60625,0,2645,,10,0,1,0,3
135964,0,0.245097495,46,60625,0,0.049316894,3000,2,0,0,0,0
135965,0,0.254221308,53,60625,0,0.160392507,5604,6,0,0,0,1
135966,0,0.026152385,44,60625,0,0.279879996,10332,15,0,1,0,0
135969,0,0.63611213,43,60625,0,0.454492245,10250,7,0,2,0,2
135975,0,0.178492785,43,60625,0,0.72942045,5417,13,0,1,0,0
135978,0,0.292482389,59,60625,0,0.262246413,8083,21,0,3,0,1
135982,0,0.494950274,56,60625,1,0.239301426,7500,7,1,1,0,1
135986,0,0.742953754,66,60625,0,5340,,14,0,2,0,0
135992,0,0.025179529,78,60625,0,0.318501171,1280,5,0,1,0,0
135995,0,0.478962078,37,60625,0,0.082703997,10857,3,0,0,0,1
136000,0,0.011523444,66,60625,0,0.303139372,5000,7,0,1,0,0
136004,0,0.015739905,40,60625,0,0.262262443,5524,8,0,0,0,1
136005,0,0.032549102,65,60625,0,0.011267193,6833,9,0,0,0,0
136008,0,0.139612401,78,60625,0,0.060272197,9257,7,0,0,0,0
136017,0,0,32,60625,0,0.5828852,4276,8,0,1,0,0
136021,0,0.020271438,62,60625,0,0.221980697,11500,25,0,1,0,0
136029,0,0.703332184,36,60625,0,0.714171444,7500,9,0,2,0,2
136030,0,0.831026048,43,60625,0,0.126973311,8804,13,0,0,0,0
136033,0,0.024843599,44,60625,1,0.088497234,32000,12,0,1,0,2
136045,0,0.15650149,58,60625,0,0.584263393,3583,23,0,2,0,0
136052,0,0.982867809,41,60625,1,0.185635727,6000,6,0,0,0,0
136062,0,0.017278968,64,60625,0,1295,,6,0,1,0,0
136073,0,0.027968822,61,60625,0,0.198893852,9401,14,0,2,0,1
136080,0,1.001481262,39,60625,0,0.056721798,9431,5,0,0,0,0
136086,0,0.883411741,29,60625,0,0.523553163,5200,13,0,1,0,1
136092,0,0.027868575,47,60625,0,0.316868783,14677,3,0,1,0,0
136105,0,0.480536056,49,60625,0,0.636136386,10000,8,0,2,0,0
136118,0,0.504450234,33,60625,0,0.486776673,8847,10,0,2,0,2
136124,0,0.415068177,71,60625,0,0.758342115,2846,26,0,2,0,0
136131,0,0.057890046,69,60625,0,0.560562572,3483,11,0,2,0,0
136133,0,0.048365054,55,60625,0,285,,4,0,0,0,0
136138,0,0.191355297,66,60625,0,0.197053407,3800,10,0,0,0,0
136141,0,0.104055161,60,60625,0,1856,,9,0,2,0,0
136142,0,0.249502386,51,60625,0,1707,,12,0,2,0,0
136149,0,0.007896378,52,60625,1,456,,16,0,1,0,
136154,0,0.004939508,73,60625,0,0.120959938,15500,18,0,1,0,1
136155,0,0.9999999,41,60625,0,0,,1,0,0,0,0
136162,0,0.16420752,66,60625,1,0.187853107,2123,8,0,0,0,0
136164,0,0.9999999,29,60625,0,0,,0,0,0,0,0
136171,0,0.317285057,79,60625,0,0.131277408,7068,6,0,1,0,0
136172,0,0.167398451,46,60625,0,0.29630171,6840,8,0,2,0,1
136173,0,0.185299352,68,60625,0,0.545930916,9350,11,0,4,0,0
136175,0,0.132283844,38,60625,0,855,,8,0,0,0,2
136176,0,0.9999999,31,60625,0,0,8000,3,0,0,0,3
136181,0,0.139167862,66,60625,0,96,,3,0,0,0,0
136186,0,0.375410988,41,60625,0,0.938769135,3200,11,0,2,0,1
136190,0,0.029856306,70,60625,0,80,,7,0,0,0,0
136192,0,0.508777003,49,60625,0,5566,,21,0,3,0,0
136196,0,0.108564296,23,60625,0,0.035294118,3229,6,0,0,0,0
136197,0,0.9999999,47,60625,0,0.262403031,11085,5,0,2,0,3
136198,0,0.329078919,53,60625,0,0.289640592,2837,8,0,0,0,0
136202,0,0.9999999,22,60625,0,0,820,1,0,0,0,0
136204,0,0.538543249,67,60625,0,0.993753904,1600,8,0,1,0,0
136207,0,0.151233951,63,60625,1,0.064693197,5100,7,0,0,0,1
136211,0,0.642107158,46,60625,1,0.498650135,10000,5,0,2,0,1
136226,0,0.094710612,63,60625,0,0.5794859,4006,29,0,1,0,0
136237,0,0.844315568,48,60625,0,0.100414849,9400,4,1,0,0,0
136243,0,0.629455358,30,60625,0,0.174347158,2603,3,0,0,0,0
136250,0,0.092840476,40,60625,0,157,,9,0,0,0,
136252,0,0.219778022,31,60625,0,0.361843932,3600,4,0,1,0,0
136255,0,0.016298587,79,60625,0,0.23059916,4522,8,0,1,0,0
136257,0,0.016003183,47,60625,0,0.038071066,4333,7,0,1,0,0
136262,0,0.9999999,51,60625,0,823,,4,1,0,0,
136271,0,0.03801673,35,60625,0,0.423073295,10600,10,0,1,0,1
136279,0,0.372130998,32,60625,0,0.206849144,8000,7,0,0,0,2
136281,0,0.433657628,63,60625,0,5983,,19,0,3,0,1
136288,0,0.003612471,41,60625,0,0.603044763,4400,6,0,1,0,1
136290,0,0.002093364,50,60625,0,861,,10,0,1,0,0
136294,0,0.212669683,68,60625,0,1148,,7,0,1,0,1
136295,0,0.043657838,57,60625,0,1697,,9,0,1,0,3
136306,0,0.023685886,46,60625,0,2116,,14,0,2,0,2
136307,0,0.054377974,53,60625,0,1353,,10,0,1,0,0
136317,0,0.804787516,48,60625,5,4675,,15,1,2,1,0
136323,0,0.004957775,80,60625,0,0.003747658,1600,3,0,0,0,0
136325,0,0.489905102,76,60625,0,0.519829564,3050,8,0,1,0,0
136333,0,0.473024,52,60625,0,0.267546491,5000,11,0,2,0,0
136346,0,0.9999999,45,60625,0,0.445353815,15883,7,0,1,0,1
136354,0,0.224858788,36,60625,0,0.161339422,9854,6,0,1,0,0
136363,0,0.136890715,46,60625,0,2421,,9,0,2,0,3
136364,0,0.088515364,64,60625,0,0.191815058,3200,7,0,0,0,0
136368,0,0.759762089,66,60625,0,2413,,9,0,1,0,1
136369,0,0.034474138,79,60625,0,40,,2,0,0,0,0
136376,0,0.658209057,61,60625,0,0.594843643,10200,14,0,3,0,1
136378,0,0.003824191,65,60625,0,0.08271474,6600,9,0,1,0,0
136380,0,0.071804931,66,60625,0,0.12125163,2300,7,0,0,0,1
136386,0,0.050066897,35,60625,0,0.169165886,2133,3,0,0,0,0
136390,0,0.264193395,49,60625,0,2234,,6,0,2,0,2
136396,0,0.103022383,44,60625,0,1054,,9,0,1,0,0
136407,0,0.046894123,26,60625,0,0.020122485,2285,3,0,0,0,0
136411,0,0.264990862,49,60625,2,3082,,11,0,2,0,
136416,0,0.033074379,55,60625,0,0.296194721,5833,11,0,1,0,0
136421,0,0.427145709,24,60625,0,7,0,3,0,0,0,0
136423,0,0.447596053,48,60625,0,1.086550183,2460,12,0,1,0,3
136428,0,0.150729657,57,60625,0,0.827491093,8700,26,0,3,0,1
136447,0,0.539267173,56,60625,0,0.2972628,7050,11,0,0,0,0
136450,0,0.036711663,26,60625,0,0.002307337,6500,2,0,0,0,0
136453,0,0.003254563,59,60625,0,0.001547988,1291,2,0,0,0,0
136458,0,0.172618522,65,60625,0,0.636270141,2916,19,0,1,0,0
136460,0,0.168665796,33,60625,0,0.118921376,6600,6,0,0,0,3
136464,0,0.009567309,82,60625,0,0.024937656,400,4,0,0,0,0
136468,0,0.9999999,69,60625,0,0.254509889,4600,1,0,1,0,1
136471,0,0.070364768,43,60625,0,0.434013197,3333,27,0,1,0,2
136474,0,0.008292458,62,60625,0,0.37468776,1200,7,0,1,0,0
136476,0,0.221989309,65,60625,0,0.485816448,8389,16,0,2,0,2
136481,0,0.9999999,60,60625,0,0.322755418,3875,4,0,1,0,0
136484,0,0.179579445,49,60625,0,0.671725621,16735,22,0,8,0,2
136486,0,0.050093822,57,60625,0,0.183267941,7900,8,0,1,0,0
136508,0,0.408669753,55,60625,0,0.495197918,11140,23,0,1,0,0
136519,0,0.050201572,71,60625,0,66,,7,0,0,0,0
136523,0,0.037389197,79,60625,0,518,,9,0,0,0,0
136524,0,0.080110185,54,60625,0,0.054118394,6300,5,0,0,0,0
136526,0,0.411846784,69,60625,0,3305,,14,0,1,0,2
136529,0,0.016954084,45,60625,0,0.44890571,6076,7,0,1,0,3
136532,0,0.220524408,55,60625,0,4130,,33,0,1,0,3
136534,0,0.275786692,45,60625,1,0.403465896,4500,10,0,1,0,2
136543,0,0.792701216,31,60625,0,0.29764454,1400,3,0,0,0,0
136560,0,0.090577008,59,60625,0,0.2892728,7466,17,0,2,0,1
136564,0,0.029321635,44,60625,0,0.540245975,10000,11,0,2,0,2
136569,0,0.893003344,48,60625,0,0.295769079,10115,6,0,1,0,3
136571,0,0.707481138,29,60625,0,0.037274036,6250,2,0,0,0,0
136575,0,0.042832314,82,60625,0,0.007713184,7000,4,0,0,0,0
136577,0,0.215007808,42,60625,0,3648,,8,0,2,0,0
136578,0,0.881411816,41,60625,0,0.665797479,2300,13,0,0,0,0
136583,0,0.017246701,65,60625,0,0.020804245,7161,7,0,0,0,0
136593,0,0.692869779,41,60625,0,0.103052926,7500,5,0,0,0,5
136594,0,0.042654339,69,60625,0,0.034514078,1100,8,0,0,0,0
136603,0,0.147164668,49,60625,0,0.358807979,4160,9,0,0,0,0
136611,0,0.354071462,43,60625,0,0.34157862,8044,15,0,1,0,1
136627,0,0.143026183,49,60625,0,0.389956671,9000,8,0,1,0,2
136634,0,0.9999999,63,60625,0,0.766077974,3000,5,0,1,0,1
136635,0,0,61,60625,0,0.115186836,5833,6,0,1,0,0
136637,0,0.740330387,64,60625,1,3088,,4,0,1,0,0
136644,0,0.067609922,72,60625,0,0.021263091,3150,3,0,0,0,0
136646,0,0.14908614,63,60625,0,0.249456758,2300,7,0,0,0,0
136654,0,0,82,60625,0,0.130937099,7010,3,0,1,0,1
136657,0,0.004396815,70,60625,0,1494,,10,0,2,0,0
136673,0,0.139283281,62,60625,0,0.472886422,4683,20,0,1,0,1
136674,0,0.039938587,83,60625,0,0.27735774,2512,10,0,0,0,0
136692,0,0.122611609,46,60625,0,0.512783888,7000,9,0,1,0,1
136698,0,0.911089529,46,60625,0,0.204243224,9850,10,0,0,0,3
136700,0,0.331111323,63,60625,2,0.290322581,2200,8,2,0,1,0
136704,0,0.043908293,66,60625,0,0.557161788,8300,10,0,3,0,1
136711,0,0.223157556,63,60625,0,0.280559032,4793,7,0,1,0,0
136716,0,0.091253018,46,60625,0,0.189380703,10301,15,0,2,0,2
136717,0,0,56,60625,0,0.416716657,5000,7,0,2,0,1
136718,0,0.114871383,80,60625,0,42,,2,0,0,0,
136719,0,0.031351174,66,60625,0,0.51466502,3238,12,0,1,0,0
136725,0,0.124352551,70,60625,0,0.071171531,2500,6,0,0,0,0
136727,0,0.907115114,44,60625,1,0.203656098,3500,11,0,0,0,2
136733,0,0.151817534,38,60625,2,0.319734613,7083,5,0,1,0,0
136734,0,3.39E-05,86,60625,0,0,,8,0,0,0,0
136737,0,0.010079832,36,60625,0,0.060580634,5958,5,0,0,0,0
136742,0,0.242085123,42,60625,0,0.72525275,9000,18,0,4,0,0
136750,0,0.008206219,62,60625,0,874,,7,0,1,0,0
136751,0,0.156562292,50,60625,0,2.175536881,1070,4,0,1,0,1
136752,0,0.440216285,45,60625,0,0.248687828,4000,5,0,0,0,0
136755,0,0.027150374,86,60625,0,28,,6,0,0,0,
136760,0,0.9999999,66,60625,0,0.261018191,8190,3,0,1,0,0
136769,0,0.153019697,55,60625,0,0.187873913,19890,6,0,2,0,3
136773,0,0.01552653,58,60625,0,0.228461723,4166,6,0,1,0,0
136776,0,0.030580216,54,60625,0,0.020709355,4200,8,0,0,0,2
136777,0,0.818037487,27,60625,0,0.417116577,5000,9,0,0,0,0
136792,0,0.008374477,81,60625,0,4,,1,0,0,0,0
136796,0,0.135228826,73,60625,0,553,,6,0,1,0,0
136798,0,0.01441889,47,60625,0,0.179834814,6416,3,0,1,0,0
136799,0,0.9999999,45,60625,0,0.088776157,6307,3,0,0,0,0
136802,0,0,30,60625,0,698,,2,1,1,1,1
136804,0,0.020804007,60,60625,0,2272,,10,0,1,0,0
136806,0,0.517985278,43,60625,0,0.38278448,9200,8,0,2,0,2
136817,0,0.9999999,59,60625,1,155,,2,0,0,0,
136818,0,0.134655515,80,60625,0,0.286742651,5000,6,0,1,0,0
136820,0,0.125645726,51,60625,0,0.283097419,1200,3,0,0,0,0
136825,0,0,64,60625,0,0.133748056,4500,6,0,1,0,1
136828,0,0.082385331,47,60625,1,0.509027169,5704,12,0,1,0,2
136831,0,0.415944001,41,60625,2,0.349738918,9000,17,0,2,0,0
136837,0,0.478410323,52,60625,0,0.413765313,6203,19,0,1,0,0
136841,0,0.201088768,28,60625,0,0.065537351,3600,4,0,0,0,0
136844,0,0.035272422,49,60625,0,0.189584833,4166,19,0,1,0,0
136852,0,0.06398766,41,60625,0,0.595112469,3600,15,0,1,0,3
136854,0,0.14574834,63,60625,0,0.017994002,3000,2,0,0,0,1
136855,0,0.000229441,52,60625,0,0.237339173,10958,11,0,2,0,2
136858,0,0.005280825,57,60625,0,5706,,11,0,3,0,0
136867,0,0.018058407,75,60625,0,38,,3,0,0,0,0
136875,0,0.084376234,62,60625,0,0.135869565,10487,15,0,2,0,0
136879,0,0.008848013,47,60625,0,14,,5,0,0,0,0
136888,0,0.637245681,39,60625,0,0.652722239,3250,13,0,1,0,2
136896,0,0.9999999,37,60625,2,0.238358327,3800,3,7,0,1,2
136906,0,0.218274257,36,60625,0,0.790417098,2900,7,0,2,0,0
136911,0,0.070330989,56,60625,0,0.010331611,6000,2,0,0,0,0
136925,0,0.433376707,58,60625,0,0.480301313,15000,23,0,1,0,1
136942,0,0.03212948,41,60625,0,0.038701623,800,3,0,0,0,0
136946,0,0.0999001,24,60625,0,0.000999667,3000,2,0,0,0,0
136948,0,0.033715264,88,60625,0,0.036264485,7334,9,0,0,0,1
136949,0,0.513339119,47,60625,0,0.347981422,8396,10,0,1,0,1
136953,0,0.031710929,81,60625,0,0.004932058,9934,4,0,0,0,0
136954,0,0.017377859,60,60625,0,0.093911801,5600,6,0,1,0,0
136958,0,0.011547512,68,60625,0,0.16713881,6000,7,0,0,0,0
136959,0,0.206391241,70,60625,0,1161,,9,0,1,0,0
136964,0,0.066722704,58,60625,0,0.174510065,7500,5,0,1,0,0
136965,0,0.00939812,37,60625,1,0.992503748,2000,5,0,2,0,2
136971,0,0.463053743,32,60625,0,0.505998957,3833,10,0,2,0,1
